"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2020,140684067,123659803,0,,,"",,,,
2020,140684068,123659804,1,4,,"U",0,3,,
2020,140684072,123659807,1,5,34,"M",1,2,34,0
2020,140684073,123659807,2,5,26,"F",1,2,26,0
2020,140684074,123659808,1,5,32,"M",1,1,32,0
2020,140684075,123659809,1,5,21,"M",2,2,21,0
2020,140684076,123659810,1,4,,"U",0,3,,
2020,140684078,123659811,2,5,30,"M",2,2,30,0
2020,140684077,123659811,1,5,56,"M",2,2,56,0
2020,140684079,123659812,1,5,40,"M",2,2,40,0
2020,140684081,123659814,1,5,30,"F",1,2,30,0
2020,140684082,123659815,1,5,30,"M",2,2,30,0
2020,140684083,123659816,1,4,,"U",0,3,,
2020,140684084,123659817,1,5,20,"M",2,2,20,0
2020,140684086,123659817,3,5,18,"F",2,2,18,0
2020,140684085,123659817,2,5,18,"F",2,2,18,0
2020,140684088,123659819,1,5,29,"F",1,2,29,0
2020,140684089,123659820,1,4,,"M",1,2,,
2020,140684090,123659821,1,4,,"M",0,3,,
2020,140684091,123659822,1,5,31,"M",1,2,31,0
2020,140684092,123659823,1,5,51,"M",1,2,51,0
2020,140684094,123659825,1,4,,"U",0,3,,
2020,140684095,123659826,1,5,54,"M",2,2,54,0
2020,140684096,123659827,1,5,17,"F",1,2,17,0
2020,140684098,123659829,1,4,,"U",0,3,,
2020,140684099,123659830,1,4,,"U",0,3,,
2020,140684101,123659832,1,5,39,"F",1,2,39,0
2020,140684102,123659833,1,4,,"U",0,3,,
2020,140684103,123659834,1,5,56,"F",2,2,56,0
2020,140684104,123659835,1,5,22,"F",2,3,20,25
2020,140684105,123659836,1,5,15,"M",2,2,15,0
2020,140684106,123659837,1,5,13,"M",2,2,13,0
2020,140684107,123659838,1,5,45,"F",2,2,45,0
2020,140684108,123659839,1,5,15,"F",2,2,15,0
2020,140684112,123659839,5,5,15,"F",2,2,15,0
2020,140684109,123659839,2,5,14,"F",2,2,14,0
2020,140684111,123659839,4,5,14,"F",2,2,14,0
2020,140684110,123659839,3,5,15,"F",2,2,15,0
2020,140684113,123659840,1,4,,"U",0,3,,
2020,140684114,123659840,2,5,30,"M",2,2,30,0
2020,140684115,123659841,1,5,18,"M",2,2,18,0
2020,140684116,123659842,1,5,20,"F",2,2,20,0
2020,140684117,123659843,1,5,60,"M",1,2,60,0
2020,140684118,123659844,1,5,44,"M",1,2,44,0
2020,140684120,123659846,1,5,37,"M",1,2,37,0
2020,140684121,123659847,1,5,50,"M",1,2,50,0
2020,140684122,123659848,1,5,21,"F",2,2,21,0
2020,140684123,123659849,1,5,50,"F",2,2,50,0
2020,140684124,123659850,1,4,,"U",0,3,,
2020,140684125,123659850,2,5,30,"M",2,2,30,0
2020,140684126,123659851,1,4,,"U",0,3,,
2020,140684127,123659852,1,4,,"U",0,3,,
2020,140684129,123659854,0,,,"",,,,
2020,140684130,123659855,0,,,"",,,,
2020,140684131,123659856,1,4,,"U",0,3,,
2020,140684132,123659857,1,4,,"M",0,3,,
2020,140684133,123659858,1,5,15,"M",1,1,15,0
2020,140684134,123659858,2,5,16,"M",2,2,16,0
2020,140684135,123659859,1,4,,"U",0,3,,
2020,140684136,123659860,1,5,54,"M",2,2,50,59
2020,140684137,123659861,1,5,15,"F",1,2,15,0
2020,140684141,123659863,1,5,20,"M",2,2,20,0
2020,140684142,123659864,1,5,58,"F",1,2,58,0
2020,140684144,123659865,2,4,,"M",0,3,,
2020,140684143,123659865,1,4,,"M",0,3,,
2020,140684145,123659866,1,5,40,"M",1,2,40,0
2020,140684146,123659867,1,5,25,"F",1,1,25,0
2020,140684147,123659868,1,5,30,"M",2,2,30,0
2020,140684148,123659869,1,5,33,"M",1,2,33,0
2020,140684149,123659870,1,4,,"M",2,2,,
2020,140684151,123659870,3,4,,"F",2,2,,
2020,140684150,123659870,2,4,,"M",1,2,,
2020,140684152,123659871,1,4,,"U",0,3,,
2020,140684153,123659872,1,5,23,"M",1,2,23,0
2020,140684156,123659874,1,4,,"M",2,3,,
2020,140684157,123659875,1,5,47,"F",2,2,45,49
2020,140684158,123659876,1,5,16,"F",2,2,16,0
2020,140684159,123659877,1,4,,"M",0,3,,
2020,140684160,123659878,1,5,27,"F",2,2,27,0
2020,140684161,123659879,1,5,13,"M",2,2,13,0
2020,140684162,123659880,1,5,15,"M",2,2,15,0
2020,140684163,123659881,0,,,"",,,,
2020,140684164,123659882,1,4,,"U",0,3,,
2020,140684165,123659883,1,4,,"M",0,3,,
2020,140684166,123659884,1,5,31,"M",1,1,31,0
2020,140684167,123659885,1,5,31,"M",2,2,31,0
2020,140684168,123659886,1,4,,"U",0,3,,
2020,140684169,123659887,1,5,36,"M",1,1,36,0
2020,140684170,123659888,1,5,36,"F",8,2,36,0
2020,140684171,123659889,1,5,56,"F",2,2,56,0
2020,140684172,123659890,1,5,31,"F",2,2,31,0
2020,140684173,123659891,1,5,27,"M",1,1,25,30
2020,140684175,123659891,3,4,,"M",1,1,,
2020,140684174,123659891,2,5,22,"M",1,1,20,25
2020,140684176,123659892,1,5,42,"F",2,2,42,0
2020,140684177,123659893,1,5,44,"M",1,2,44,0
2020,140684178,123659894,1,4,,"U",0,3,,
2020,140684179,123659895,1,5,42,"M",2,2,42,0
2020,140684180,123659896,1,5,56,"F",2,2,56,0
2020,140684181,123659897,1,5,25,"M",2,2,25,0
2020,140684182,123659898,1,5,50,"F",2,2,50,0
2020,140684183,123659899,1,5,33,"M",2,2,33,0
2020,140684184,123659900,1,5,30,"F",0,3,25,35
2020,140684185,123659901,1,5,30,"M",2,2,30,0
2020,140684186,123659902,0,,,"",,,,
2020,140684187,123659903,1,5,36,"M",2,2,36,0
2020,140684188,123659904,1,4,,"U",0,3,,
2020,140684189,123659905,0,,,"",,,,
2020,140684190,123659906,1,5,15,"M",1,2,15,0
2020,140684191,123659907,1,4,,"U",0,3,,
2020,140684192,123659908,1,5,43,"M",2,2,43,0
2020,140684193,123659909,1,5,32,"F",2,2,32,0
2020,140684194,123659910,1,5,38,"M",1,1,38,0
2020,140684195,123659911,1,5,35,"F",1,2,35,0
2020,140684196,123659912,1,5,12,"F",2,2,12,0
2020,140684198,123659912,3,5,17,"F",2,2,17,0
2020,140684197,123659912,2,5,17,"F",2,2,17,0
2020,140684199,123659912,4,5,18,"F",2,2,18,0
2020,140684200,123659912,5,5,11,"F",2,2,11,0
2020,140684201,123659913,1,5,26,"M",2,2,26,0
2020,140684202,123659914,1,5,18,"M",2,2,18,0
2020,140684203,123659914,2,5,50,"M",2,2,50,0
2020,140684204,123659914,3,5,18,"M",2,3,18,0
2020,140684205,123659915,1,5,32,"M",2,2,32,0
2020,140684206,123659916,1,5,20,"M",2,2,20,0
2020,140684207,123659917,1,5,31,"F",1,2,31,0
2020,140684208,123659918,1,4,,"U",0,3,,
2020,140684215,123659920,1,5,21,"M",1,1,21,0
2020,140684216,123659921,1,4,,"U",0,3,,
2020,140684217,123659922,1,5,24,"M",2,2,24,0
2020,140684218,123659923,1,5,37,"M",1,1,37,0
2020,140684222,123659924,4,5,14,"M",2,2,14,0
2020,140684221,123659924,3,5,14,"M",2,2,14,0
2020,140684219,123659924,1,4,,"U",0,3,,
2020,140684220,123659924,2,5,18,"M",2,2,18,0
2020,140684223,123659925,1,5,24,"M",2,2,24,0
2020,140684230,123659928,1,5,27,"M",1,2,27,0
2020,140684232,123659930,1,4,,"M",2,2,,
2020,140684234,123659931,2,5,30,"F",1,2,30,0
2020,140684233,123659931,1,5,42,"M",1,2,42,0
2020,140684235,123659932,1,5,30,"M",1,2,30,0
2020,140684236,123659933,1,5,52,"M",1,2,52,0
2020,140684237,123659934,1,5,72,"M",1,2,72,0
2020,140684241,123659936,1,5,41,"F",1,2,41,0
2020,140684242,123659936,2,5,42,"F",1,2,42,0
2020,140684243,123659937,1,5,34,"M",2,2,34,0
2020,140684244,123659938,1,5,16,"F",1,2,16,0
2020,140684245,123659939,1,5,40,"F",2,2,40,0
2020,140684246,123659940,1,5,23,"M",1,2,23,0
2020,140684247,123659941,1,5,23,"M",1,2,23,0
2020,140684249,123659943,1,4,,"U",0,3,,
2020,140684250,123659944,1,5,40,"M",1,2,40,0
2020,140684251,123659944,2,5,28,"M",1,2,28,0
2020,140684252,123659945,1,5,32,"M",2,2,32,0
2020,140684253,123659946,1,5,42,"F",2,2,42,0
2020,140684254,123659947,1,5,38,"M",2,2,38,0
2020,140684255,123659948,1,5,27,"F",2,2,27,0
2020,140684256,123659949,1,5,58,"M",2,2,58,0
2020,140684257,123659950,1,5,21,"F",1,1,21,0
2020,140684258,123659951,1,4,,"U",0,3,,
2020,140684259,123659952,0,,,"",,,,
2020,140684260,123659953,1,5,17,"F",1,2,17,0
2020,140684261,123659953,2,5,17,"M",0,3,17,0
2020,140684262,123659954,1,5,42,"M",1,2,42,0
2020,140684263,123659955,0,,,"",,,,
2020,140684264,123659956,1,4,,"U",0,3,,
2020,140684266,123659957,2,5,40,"F",2,3,40,0
2020,140684265,123659957,1,4,,"F",2,2,,
2020,140684267,123659958,0,,,"",,,,
2020,140684268,123659959,1,4,,"U",0,3,,
2020,140684269,123659960,1,4,,"U",0,3,,
2020,140684270,123659961,0,,,"",,,,
2020,140684271,123659962,1,5,34,"M",1,3,34,35
2020,140684273,123659963,2,5,17,"M",2,2,17,0
2020,140684272,123659963,1,4,,"U",0,3,,
2020,140684274,123659964,1,4,,"U",0,3,,
2020,140684275,123659965,1,4,,"U",0,3,,
2020,140684277,123659966,2,5,22,"F",1,2,20,25
2020,140684276,123659966,1,5,22,"M",1,2,20,25
2020,140684278,123659967,1,4,,"M",0,3,,
2020,140684279,123659968,1,4,,"U",0,3,,
2020,140684280,123659969,1,4,,"U",0,3,,
2020,140684281,123659970,1,5,16,"M",2,2,16,0
2020,140684282,123659971,1,5,26,"F",1,1,26,0
2020,140684283,123659972,0,,,"",,,,
2020,140684284,123659973,1,5,41,"M",1,2,41,0
2020,140684285,123659974,1,4,,"U",0,3,,
2020,140684286,123659975,1,5,35,"M",1,1,35,0
2020,140684288,123659976,2,5,39,"M",2,2,39,0
2020,140684287,123659976,1,5,33,"M",1,2,33,0
2020,140684289,123659977,1,5,25,"M",2,2,25,0
2020,140684290,123659978,1,5,30,"M",2,2,30,0
2020,140684291,123659979,0,,,"",,,,
2020,140684292,123659980,1,5,28,"M",1,2,28,0
2020,140684293,123659981,1,5,25,"M",1,2,20,30
2020,140684294,123659982,1,5,47,"F",1,2,47,0
2020,140684295,123659983,1,5,40,"M",1,1,40,0
2020,140684296,123659983,2,5,48,"M",1,2,48,0
2020,140684298,123659984,2,5,27,"M",2,2,27,0
2020,140684297,123659984,1,4,,"M",2,2,,
2020,140684300,123659985,2,5,46,"M",2,3,46,0
2020,140684299,123659985,1,5,33,"M",2,3,33,0
2020,140684302,123659987,1,4,,"U",0,3,,
2020,140684306,123659989,3,5,12,"F",1,1,12,0
2020,140684304,123659989,1,4,,"F",1,1,,
2020,140684305,123659989,2,5,13,"M",0,1,13,0
2020,140684309,123659990,3,5,19,"M",2,2,19,0
2020,140684307,123659990,1,5,30,"M",2,2,30,0
2020,140684308,123659990,2,5,18,"F",1,2,18,0
2020,140684310,123659991,1,5,12,"M",2,2,12,0
2020,140684311,123659992,1,4,,"U",0,3,,
2020,140684312,123659993,1,4,,"M",2,2,,
2020,140684313,123659994,1,5,39,"M",1,3,30,49
2020,140684314,123659994,2,5,39,"M",1,3,30,49
2020,140684315,123659995,1,5,26,"M",2,2,26,0
2020,140684325,123659998,4,4,,"M",0,3,,
2020,140684324,123659998,3,5,20,"M",1,1,20,0
2020,140684322,123659998,1,4,,"U",0,3,,
2020,140684323,123659998,2,5,20,"M",2,2,20,0
2020,140684326,123659999,1,4,,"U",0,3,,
2020,140684327,123660000,1,5,28,"M",2,2,28,0
2020,140684328,123660001,1,4,,"M",2,2,,
2020,140684329,123660002,1,5,25,"M",2,2,25,0
2020,140684330,123660003,1,5,19,"M",1,1,19,0
2020,140684332,123660003,3,5,20,"M",1,1,20,0
2020,140684331,123660003,2,5,18,"M",1,2,18,0
2020,140684333,123660003,4,5,20,"M",1,1,20,0
2020,140684335,123660004,2,5,8,"M",2,2,8,0
2020,140684334,123660004,1,5,8,"M",2,2,8,0
2020,140684336,123660005,0,,,"",,,,
2020,140684337,123660006,1,4,,"U",0,3,,
2020,140684338,123660007,1,5,14,"M",2,2,14,0
2020,140684339,123660008,1,5,44,"M",2,2,40,49
2020,140684340,123660008,2,5,44,"F",2,2,40,49
2020,140684341,123660009,1,5,25,"M",2,2,25,0
2020,140684342,123660010,1,5,12,"F",2,2,12,0
2020,140684343,123660011,1,5,20,"M",2,2,20,0
2020,140684344,123660012,1,4,,"U",0,3,,
2020,140684345,123660013,1,4,,"U",0,3,,
2020,140684346,123660014,1,5,32,"M",2,2,32,0
2020,140684347,123660015,1,4,,"U",0,3,,
2020,140684348,123660016,1,5,39,"F",1,1,39,0
2020,140684349,123660017,1,5,50,"F",1,2,50,0
2020,140684351,123660018,2,5,23,"F",2,2,23,0
2020,140684350,123660018,1,5,25,"F",2,2,25,26
2020,140684352,123660019,1,5,23,"M",1,1,23,0
2020,140684353,123660020,1,5,32,"F",2,2,32,0
2020,140684354,123660021,1,5,35,"M",1,1,35,0
2020,140684356,123660023,1,5,18,"M",2,2,18,0
2020,140684357,123660024,1,5,21,"M",2,2,21,0
2020,140684358,123660025,1,5,26,"F",1,1,26,0
2020,140684360,123660027,1,4,,"M",0,3,,
2020,140684361,123660028,0,,,"",,,,
2020,140684362,123660029,1,5,29,"M",1,2,29,0
2020,140684363,123660030,1,5,15,"M",2,2,15,0
2020,140684364,123660031,1,4,,"U",0,3,,
2020,140684365,123660032,1,5,30,"M",1,3,30,0
2020,140684366,123660033,1,5,40,"F",2,2,40,0
2020,140684367,123660034,1,4,,"U",0,3,,
2020,140684368,123660035,1,5,50,"M",2,2,50,0
2020,140684369,123660036,1,5,14,"M",2,2,14,0
2020,140684372,123660038,1,5,63,"M",2,2,63,0
2020,140684373,123660039,1,5,31,"M",2,2,31,0
2020,140684375,123660040,2,5,17,"F",4,2,17,0
2020,140684374,123660040,1,5,16,"F",2,2,16,0
2020,140684377,123660041,2,5,20,"F",2,3,15,25
2020,140684376,123660041,1,5,20,"F",2,3,15,25
2020,140684379,123660041,4,5,20,"F",2,3,15,25
2020,140684378,123660041,3,5,20,"F",2,3,15,25
2020,140684380,123660041,5,5,20,"F",2,3,15,25
2020,140684382,123660042,2,5,10,"F",1,1,10,0
2020,140684383,123660042,3,5,10,"F",2,2,10,0
2020,140684381,123660042,1,5,10,"F",2,2,10,0
2020,140684384,123660043,1,4,,"U",0,3,,
2020,140684385,123660044,1,5,15,"M",2,2,15,0
2020,140684386,123660045,1,5,34,"M",2,2,34,0
2020,140684387,123660046,1,5,38,"M",2,2,38,0
2020,140684388,123660047,1,5,20,"M",2,2,20,0
2020,140684389,123660048,1,4,,"M",0,3,,
2020,140684391,123660049,2,5,13,"F",1,1,13,0
2020,140684392,123660049,3,5,16,"M",2,3,16,0
2020,140684390,123660049,1,5,15,"M",1,1,15,0
2020,140684393,123660050,1,4,,"U",0,3,,
2020,140684394,123660051,1,5,41,"F",2,2,41,0
2020,140684396,123660052,2,5,24,"M",2,2,24,0
2020,140684395,123660052,1,4,,"U",0,3,,
2020,140684398,123660053,2,5,40,"M",1,1,40,0
2020,140684397,123660053,1,5,40,"F",1,1,40,0
2020,140684399,123660054,1,4,,"F",2,2,,
2020,140684400,123660055,1,5,66,"M",2,2,66,0
2020,140684401,123660056,1,4,,"U",0,3,,
2020,140684402,123660057,1,5,40,"F",2,2,40,0
2020,140684403,123660058,1,5,17,"F",2,2,17,0
2020,140684404,123660059,1,5,48,"M",1,2,48,0
2020,140684405,123660060,1,5,16,"M",2,2,16,0
2020,140684406,123660060,2,5,17,"M",2,2,17,0
2020,140684407,123660061,1,5,22,"M",2,2,22,0
2020,140684408,123660062,1,5,34,"M",1,1,34,0
2020,140684409,123660063,1,5,59,"M",1,2,59,0
2020,140684410,123660064,1,4,,"U",0,3,,
2020,140684411,123660065,1,5,30,"M",2,3,30,0
2020,140684412,123660066,1,5,28,"F",2,2,28,0
2020,140684413,123660067,1,5,17,"M",2,2,17,0
2020,140684414,123660068,1,5,32,"M",1,2,32,0
2020,140684416,123660070,1,4,,"U",0,3,,
2020,140684417,123660071,1,4,,"U",0,3,,
2020,140684418,123660072,1,5,29,"F",1,1,29,0
2020,140684419,123660073,1,5,31,"M",2,2,31,0
2020,140684420,123660074,1,4,,"U",0,3,,
2020,140684421,123660075,1,5,31,"F",1,2,31,0
2020,140684422,123660076,0,,,"",,,,
2020,140684423,123660077,1,4,,"U",0,3,,
2020,140684424,123660078,0,,,"",,,,
2020,140684425,123660079,1,4,,"U",0,3,,
2020,140684427,123660080,2,5,33,"F",2,2,33,0
2020,140684426,123660080,1,5,36,"M",2,2,36,0
2020,140684428,123660081,1,5,41,"M",1,2,41,0
2020,140684430,123660083,1,5,36,"F",2,2,36,0
2020,140684432,123660084,2,5,19,"M",2,2,19,0
2020,140684431,123660084,1,5,19,"F",2,2,19,0
2020,140684434,123660085,2,5,16,"M",0,3,16,0
2020,140684433,123660085,1,5,17,"M",2,2,17,0
2020,140684436,123660087,1,5,28,"M",2,2,28,0
2020,140684437,123660088,1,4,,"U",0,3,,
2020,140684438,123660089,1,4,,"U",0,3,,
2020,140684439,123660090,1,5,15,"M",1,2,15,0
2020,140684440,123660091,1,4,,"U",0,3,,
2020,152026192,133791216,1,5,17,"M",2,2,17,0
2020,152026157,133791183,0,,,"",,,,
2020,152026173,133791201,1,5,50,"M",1,2,50,0
2020,152026217,133786282,1,4,,"M",2,3,,
2020,152026232,133786295,1,5,47,"F",1,2,47,0
2020,152030400,133791254,1,5,31,"M",2,2,31,0
2020,152026246,133791254,3,5,41,"F",1,2,41,0
2020,152030401,133791254,2,5,49,"M",2,2,49,0
2020,152030410,133786313,1,5,16,"M",2,3,14,18
2020,152030422,133791274,0,,,"",,,,
2020,152026271,133786330,1,4,,"U",0,3,,
2020,152026142,133786201,1,4,,"U",0,3,,
2020,152026202,133786269,1,5,24,"M",2,2,24,0
2020,152026208,133786277,0,,,"",,,,
2020,152026242,133786307,3,5,27,"M",2,2,27,0
2020,152026240,133786307,1,5,30,"M",2,3,30,0
2020,152026241,133786307,2,5,30,"M",2,3,30,0
2020,152030420,133786319,1,5,37,"M",1,1,37,0
2020,152030437,133786331,0,,,"",,,,
2020,152030449,133786336,1,5,35,"M",1,2,35,0
2020,152026372,133786418,1,5,10,"M",1,2,10,0
2020,152026397,133786444,1,4,,"U",0,3,,
2020,152026511,133786540,1,4,,"M",0,3,,
2020,152026513,133786540,2,4,,"F",0,3,,
2020,152026548,133786570,1,4,,"U",0,3,,
2020,152026638,133786643,1,4,,"M",2,2,,
2020,152026639,133786643,2,4,,"M",2,2,,
2020,152026731,133786715,0,,,"",,,,
2020,152026819,133786790,1,5,21,"F",2,2,21,0
2020,152026891,133786872,0,,,"",,,,
2020,152026920,133786896,1,4,,"M",0,3,,
2020,152026921,133786896,2,4,,"M",0,3,,
2020,152026948,133786915,1,5,27,"M",2,2,27,0
2020,152026960,133786924,1,5,52,"M",1,2,52,0
2020,152027035,133786995,1,5,34,"M",1,1,34,0
2020,152027129,133787065,1,4,,"U",0,3,,
2020,152027154,133787089,1,5,17,"M",2,2,17,0
2020,152027176,133787111,1,5,30,"F",1,3,30,0
2020,152027186,133787124,1,5,32,"M",2,2,32,0
2020,153927313,135439018,1,4,,"U",0,3,,
2020,153927332,135439031,1,4,,"U",0,3,,
2020,153927474,135439137,0,,,"",,,,
2020,153927583,135439220,2,5,33,"M",2,2,33,0
2020,153927582,135439220,1,5,30,"M",2,3,30,0
2020,153927641,135439268,1,5,31,"M",2,2,31,0
2020,153927689,135439306,1,5,42,"F",1,3,40,45
2020,153927743,135439345,1,5,43,"M",1,2,43,0
2020,153927339,135439038,1,5,51,"M",1,2,51,0
2020,153927344,135439042,1,5,23,"M",2,2,23,0
2020,153927365,135439057,1,5,27,"M",2,2,27,0
2020,153927435,135439112,1,4,,"F",0,3,,
2020,153927436,135439112,2,5,51,"F",1,2,51,0
2020,153927475,135439139,2,4,,"F",2,2,,
2020,153927473,135439139,1,5,33,"M",2,2,33,0
2020,153927487,135439146,1,5,69,"M",1,2,69,0
2020,153927619,135439250,2,4,,"U",0,3,,
2020,153927618,135439250,1,4,,"M",2,3,,
2020,153927659,135439284,1,4,,"U",0,3,,
2020,153927660,135439284,2,5,24,"M",1,1,24,0
2020,153927666,135439287,1,5,35,"F",1,2,35,0
2020,152030309,133791186,0,,,"",,,,
2020,152030299,133791182,1,5,36,"M",2,2,36,0
2020,152026166,133786231,1,5,19,"M",1,2,19,0
2020,152030336,133786247,0,,,"",,,,
2020,152026199,133786265,1,5,12,"F",2,3,12,0
2020,152030368,133786279,1,5,46,"F",1,2,46,0
2020,152026224,133786286,1,5,37,"M",1,1,37,0
2020,152026234,133786298,1,5,59,"M",2,2,59,0
2020,152026250,133786316,1,5,33,"M",2,2,33,0
2020,152030452,133786337,1,5,56,"M",2,2,56,0
2020,154039992,135582838,0,,,"",,,,
2020,153927323,135439026,1,5,21,"F",2,2,21,0
2020,153927346,135439046,1,5,18,"F",2,2,18,0
2020,153927413,135439098,1,5,50,"M",1,2,50,0
2020,153927467,135439131,1,5,34,"M",2,2,34,0
2020,153927638,135439267,1,4,,"U",0,3,,
2020,153927643,135439272,1,5,31,"F",1,3,31,0
2020,153927645,135439272,2,5,38,"F",1,2,38,0
2020,154034898,135582764,0,,,"",,,,
2020,154039147,135582771,1,4,,"U",0,3,,
2020,154034922,135579657,1,5,16,"M",1,2,16,0
2020,154034923,135579657,2,5,25,"F",1,2,25,0
2020,154034954,135579672,1,4,,"U",0,3,,
2020,153927315,135439019,1,5,30,"F",2,3,25,35
2020,153927348,135439048,1,5,18,"M",2,3,18,0
2020,153927360,135439061,1,5,21,"M",2,2,21,0
2020,153927361,135439061,2,5,21,"M",2,2,21,0
2020,153927507,135439164,1,5,41,"M",1,2,41,0
2020,153927606,135439243,1,5,23,"M",2,2,23,0
2020,153927675,135439295,2,4,,"M",2,3,,
2020,153927677,135439295,4,5,20,"M",2,2,20,0
2020,153927676,135439295,3,4,,"M",2,3,,
2020,153927678,135439295,5,5,17,"M",2,2,17,0
2020,153927674,135439295,1,5,21,"M",2,3,18,25
2020,153927681,135439300,0,,,"",,,,
2020,153927690,135439307,1,4,,"F",2,3,,
2020,153927691,135439307,2,4,,"U",0,3,,
2020,153927692,135439307,3,5,24,"F",2,2,24,0
2020,153927772,135439368,1,5,24,"F",2,2,24,0
2020,153927778,135439373,1,5,21,"M",0,3,18,25
2020,152030468,133786406,1,5,47,"F",1,2,47,0
2020,152026378,133786421,1,5,19,"M",2,2,19,0
2020,152026388,133786430,1,4,,"U",0,3,,
2020,152026444,133786478,1,5,22,"M",1,2,22,0
2020,152026498,133786529,1,4,,"U",0,3,,
2020,152026536,133786559,1,5,23,"M",1,2,23,0
2020,152026555,133786578,1,4,,"F",2,2,,
2020,152026604,133786616,1,4,,"U",0,3,,
2020,152026718,133786705,1,4,,"M",2,3,,
2020,152026734,133786714,1,5,25,"F",2,2,20,30
2020,152026764,133786743,1,4,,"U",0,3,,
2020,152026770,133786750,0,,,"",,,,
2020,152026812,133786795,0,,,"",,,,
2020,152026829,133786805,1,4,,"U",0,3,,
2020,152030579,133786869,1,4,,"U",0,3,,
2020,152027003,133786961,1,5,44,"F",2,2,40,49
2020,152027026,133786984,1,4,,"U",0,3,,
2020,152027071,133787024,1,5,13,"F",2,2,13,14
2020,152027074,133787024,2,5,13,"M",2,2,13,14
2020,152027077,133787024,4,5,11,"M",1,2,10,13
2020,152027078,133787024,5,5,13,"M",1,1,13,14
2020,152027075,133787024,3,5,11,"F",2,2,10,13
2020,152027124,133787057,1,4,,"U",0,3,,
2020,152027156,133787091,2,5,23,"M",2,3,20,27
2020,152027153,133787091,1,4,,"U",0,3,,
2020,152027180,133787115,1,5,59,"M",2,2,59,0
2020,152027196,133791427,1,4,,"U",0,3,,
2020,152030636,133787148,1,4,,"U",0,3,,
2020,152027256,133787186,1,4,,"M",0,3,,
2020,152026348,133786394,1,4,,"U",0,3,,
2020,152030469,133786417,1,5,20,"M",1,1,20,21
2020,152026385,133786426,0,,,"",,,,
2020,152030481,133786457,1,5,20,"F",2,2,20,0
2020,152030484,133786472,1,5,33,"M",2,2,33,0
2020,152026494,133786526,1,5,12,"F",2,2,12,0
2020,152026507,133786542,1,4,,"U",0,3,,
2020,152026759,133786739,1,5,42,"M",1,2,42,0
2020,152026793,133786768,1,4,,"U",0,3,,
2020,152026945,133786911,1,5,20,"M",1,1,20,0
2020,152026956,133786921,1,4,,"M",0,3,,
2020,152027015,133786971,1,5,20,"M",2,2,20,0
2020,152027098,133787039,1,5,21,"M",1,2,21,0
2020,152027152,133787088,1,4,,"U",0,3,,
2020,152027175,133787108,1,5,52,"M",1,2,52,0
2020,152027197,133787131,1,4,,"U",0,3,,
2020,153927379,135439073,1,5,28,"F",2,2,28,0
2020,153927442,135439119,1,5,18,"M",1,1,18,0
2020,153927454,135439127,1,4,,"U",0,3,,
2020,153927483,135439150,1,4,,"U",0,2,,
2020,153927539,135439185,1,5,33,"M",2,2,33,0
2020,153927584,135439221,0,,,"",,,,
2020,153927717,135439331,1,4,,"U",0,3,,
2020,153927733,135439338,1,5,44,"F",2,2,44,0
2020,153927738,135439343,2,5,24,"F",2,2,24,0
2020,153927737,135439343,1,5,24,"M",2,2,24,0
2020,153927741,135434262,1,5,32,"F",2,2,32,0
2020,152026145,133786206,1,4,,"F",1,3,,
2020,152026146,133786206,2,4,,"M",1,3,,
2020,152030339,133791210,1,5,52,"M",1,2,52,0
2020,152026198,133786266,1,5,43,"M",2,2,43,0
2020,152030365,133786274,1,4,,"U",0,3,,
2020,152026223,133791237,1,4,,"U",0,3,,
2020,152030392,133786302,2,5,25,"M",1,1,24,26
2020,152026237,133786302,1,5,25,"M",1,1,24,26
2020,152030427,133786326,0,,,"",,,,
2020,152030435,133786329,1,5,33,"F",1,2,33,0
2020,152030443,133791292,1,5,18,"F",1,2,18,0
2020,152026280,133786338,1,5,11,"M",2,2,11,0
2020,152026285,133786338,6,5,12,"M",2,2,12,0
2020,152026283,133786338,4,5,8,"M",2,2,8,0
2020,152026281,133786338,2,5,8,"M",2,2,8,0
2020,152026282,133786338,3,5,10,"M",2,2,10,0
2020,152026284,133786338,5,5,12,"M",2,2,12,0
2020,152026302,133786353,1,5,27,"M",2,2,27,0
2020,152026367,133786413,1,5,63,"M",1,2,60,66
2020,152026369,133786413,2,5,59,"M",1,2,59,0
2020,152026370,133786414,1,4,,"U",0,3,,
2020,152026466,133786503,1,4,,"U",0,3,,
2020,152030501,133786536,1,5,68,"M",1,3,68,0
2020,152026568,133786589,1,5,48,"M",1,1,48,0
2020,152026636,133786641,1,4,,"U",0,3,,
2020,152026654,133791360,1,5,28,"M",1,2,28,0
2020,152026709,133786696,1,5,28,"F",1,2,28,0
2020,152026773,133786753,1,4,,"U",0,3,,
2020,152026826,133786803,1,4,,"U",0,3,,
2020,152026840,133786820,1,5,25,"F",1,2,25,0
2020,152026857,133786836,1,5,30,"U",0,3,28,32
2020,152026905,133786883,1,4,,"U",0,3,,
2020,152026941,133786913,1,4,,"U",0,3,,
2020,152030587,133786927,1,5,12,"M",2,2,12,0
2020,152027052,133787008,1,4,,"U",0,3,,
